key,title,status,source,pdf_url,attachment_key,local_path,error
V3HMDV78,RynnVLA-002: A Unified Vision-Language-Action and World Model,skipped_existing_local_pdf,,,,,
35ZM9RFG,"ThinkMorph: Emergent Properties in Multimodal Interleaved
  Chain-of-Thought Reasoning",skipped_existing_local_pdf,,,,,
C72TI3ZW,EBT-Policy: Energy Unlocks Emergent Physical Reasoning Capabilities,skipped_existing_local_pdf,,,,,
WAU82RT2,Part-X-MLLM: Part-aware 3D Multimodal Large Language Model,skipped_existing_local_pdf,,,,,
69ATCVDT,Grounding Computer Use Agents on Human Demonstrations,skipped_existing_local_pdf,,,,,
26CN8BVS,Planning with Sketch-Guided Verification for Physics-Aware Video Generation,skipped_existing_local_pdf,,,,,
EFKT82XE,"PAN: A World Model for General, Interactable, and Long-Horizon World Simulation",skipped_existing_local_pdf,,,,,
AH8QACXH,EBT-Policy: Energy Unlocks Emergent Physical Reasoning Capabilities,skipped_existing_local_pdf,,,,,
P8H545S2,"One Small Step in Latent, One Giant Leap for Pixels: Fast Latent Upscale Adapter for Your Diffusion Models",skipped_existing_local_pdf,,,,,
VN3DW7Q8,"Tiny Model, Big Logic: Diversity-Driven Optimization Elicits Large-Model
  Reasoning Ability in VibeThinker-1.5B",skipped_existing_local_pdf,,,,,
A5PX2MMK,OpenMMReasoner: Pushing the Frontiers for Multimodal Reasoning with an Open and General Recipe,skipped_existing_local_pdf,,,,,
J5V6X8MF,Diffusion Language Models are Super Data Learners,skipped_existing_local_pdf,,,,,
ZN49V5A5,Kandinsky 5.0: A Family of Foundation Models for Image and Video Generation,skipped_existing_local_pdf,,,,,
RK65A6Z6,WorldGen: From Text to Traversable and Interactive 3D Worlds,skipped_existing_local_pdf,,,,,
XHX55AGZ,Souper-Model: How Simple Arithmetic Unlocks State-of-the-Art LLM Performance,skipped_existing_local_pdf,,,,,
9USJC8CE,"MiroThinker: Pushing the Performance Boundaries of Open-Source Research Agents via Model, Context, and Interactive Scaling",skipped_existing_local_pdf,,,,,
QFGAKAFR,"Don't Blind Your VLA: Aligning Visual Representations for OOD
  Generalization",skipped_existing_local_pdf,,,,,
EP8H4VXE,"VCode: a Multimodal Coding Benchmark with SVG as Symbolic Visual
  Representation",skipped_existing_local_pdf,,,,,
IKUXQGNW,VLA-4D: Embedding 4D Awareness into Vision-Language-Action Models for SpatioTemporally Coherent Robotic Manipulation,skipped_existing_local_pdf,,,,,
VUCMZQQP,"π_RL: Online RL Fine-tuning for Flow-based
  Vision-Language-Action Models",skipped_existing_local_pdf,,,,,
RCFME4I3,"IterResearch: Rethinking Long-Horizon Agents via Markovian State
  Reconstruction",skipped_existing_local_pdf,,,,,
VEUBCGZ8,Lumine: An Open Recipe for Building Generalist Agents in 3D Open Worlds,skipped_existing_local_pdf,,,,,
3XF77G5E,"Thinking with Video: Video Generation as a Promising Multimodal
  Reasoning Paradigm",skipped_existing_local_pdf,,,,,
PZ6XEUZ3,From Solving to Verifying: A Unified Objective for Robust Reasoning in LLMs,skipped_existing_local_pdf,,,,,
V8UZVWQU,Adaptive Inverse Reinforcement Learning with Online Off-Policy Data Collection,skipped_existing_local_pdf,,,,,
AW9U98BW,Masked Auto-Regressive Variational Acceleration: Fast Inference Makes Practical Reinforcement Learning,skipped_existing_local_pdf,,,,,
REWBUQVM,"Learning Where, What and How to Transfer: A Multi-Role Reinforcement Learning Approach for Evolutionary Multitasking",skipped_existing_local_pdf,,,,,
3AV3BXVK,Reasoning in Diffusion Large Language Models is Concentrated in Dynamic Confusion Zones,skipped_existing_local_pdf,,,,,
58B584KF,EntroPIC: Towards Stable Long-Term Training of LLMs via Entropy Stabilization with Proportional-Integral Control,skipped_existing_local_pdf,,,,,
M2I5GBDR,RLS Framework with Segmentation of the Forgetting Profile and Low Rank Updates,skipped_existing_local_pdf,,,,,
5RI2EBKI,Terra Nova: A Comprehensive Challenge Environment for Intelligent Agents,skipped_existing_local_pdf,,,,,
A45DP7EU,Continual Reinforcement Learning for Cyber-Physical Systems: Lessons Learned and Open Challenges,skipped_existing_local_pdf,,,,,
QX6NEQQC,The Impact of Quantization on Large Reasoning Model Reinforcement Learning,skipped_existing_local_pdf,,,,,
I2ZWIQ3G,Symmetry-Breaking in Multi-Agent Navigation: Winding Number-Aware MPC with a Learned Topological Strategy,skipped_existing_local_pdf,,,,,
A6SAMDEA,Path Planning through Multi-Agent Reinforcement Learning in Dynamic Environments,skipped_existing_local_pdf,,,,,
4XBZ2VFA,Real-Time Optimal Control via Transformer Networks and Bernstein Polynomials,skipped_existing_local_pdf,,,,,
KBGMU4RC,Stability bounds for the generalized Kadanoff-Baym ansatz in the Holstein dimer,skipped_existing_local_pdf,,,,,
T2I3X38U,Kinetic and mean-field modeling of muscular dystrophies,skipped_existing_local_pdf,,,,,
CZG38U94,US-X Complete: A Multi-Modal Approach to Anatomical 3D Shape Recovery,skipped_existing_local_pdf,,,,,
DFEXATR4,Optimus-Q: Utilizing Federated Learning in Adaptive Robots for Intelligent Nuclear Power Plant Operations through Quantum Cryptography,skipped_existing_local_pdf,,,,,
D3V6ASHJ,Multi-Stage Residual-Aware Unsupervised Deep Learning Framework for Consistent Ultrasound Strain Elastography,skipped_existing_local_pdf,,,,,
5DE5IMSQ,Navigating Quantum Missteps in Agent-Based Modeling: A Schelling Model Case Study,skipped_existing_local_pdf,,,,,
8RBQX5DJ,Relativistic mean-field model with density- and isospin-density-dependent couplings,skipped_existing_local_pdf,,,,,
ZJ6HFHZ8,Spatial scale separation and emergent patterns in coupled diffusive-nondiffusive systems,skipped_existing_local_pdf,,,,,
6PEH6WI7,Efficient quantum state preparation of multivariate functions using tensor networks,skipped_existing_local_pdf,,,,,
VVNWQDE3,Quantum measurement tomography with mini-batch stochastic gradient descent,skipped_existing_local_pdf,,,,,
XP8F4VD3,Walrus: A Cross-Domain Foundation Model for Continuum Dynamics,skipped_existing_local_pdf,,,,,
Z65P7Z9H,Semiparametric Estimation of Fractional Integration: An Evaluation of Local Whittle Methods,skipped_existing_local_pdf,,,,,
XQNHVCSW,Real-time Scattering in φ^4 Theory using Matrix Product States,skipped_existing_local_pdf,,,,,
I6RBWTWR,Joint Semantic-Channel Coding and Modulation for Token Communications,skipped_existing_local_pdf,,,,,
8V4RBEVV,UltraDP: Generalizable Carotid Ultrasound Scanning with Force-Aware Diffusion Policy,skipped_existing_local_pdf,,,,,
GDUMKI7Q,Critical Evaluation of Quantum Machine Learning for Adversarial Robustness,skipped_existing_local_pdf,,,,,
XQNNDQF9,DEPO: Dual-Efficiency Preference Optimization for LLM Agents,skipped_existing_local_pdf,,,,,
MVUNCXB4,NAMeGEn: Creative Name Generation via A Novel Agent-based Multiple Personalized Goal Enhancement Framework,skipped_existing_local_pdf,,,,,
MKRUP58X,LLM-MemCluster: Empowering Large Language Models with Dynamic Memory for Text Clustering,skipped_existing_local_pdf,,,,,
VG49RVBU,Towards Understanding Layer Contributions in Tabular In-Context Learning Models,skipped_existing_local_pdf,,,,,
ZIWKU5FF,"Small Language Models for Phishing Website Detection: Cost, Performance, and Privacy Trade-Offs",skipped_existing_local_pdf,,,,,
7Z9S4JFG,Know Your Intent: An Autonomous Multi-Perspective LLM Agent Framework for DeFi User Transaction Intent Mining,skipped_existing_local_pdf,,,,,
EN6A99KT,Insights from the ICLR Peer Review and Rebuttal Process,skipped_existing_local_pdf,,,,,
R7A5PITT,A Tensor Compiler for Processing-In-Memory Architectures,skipped_existing_local_pdf,,,,,
KAP9KURA,Game Master LLM: Task-Based Role-Playing for Natural Slang Learning,skipped_existing_local_pdf,,,,,
F4HGBRVP,Two-Faced Social Agents: Context Collapse in Role-Conditioned Large Language Models,skipped_existing_local_pdf,,,,,
RRVHM3NM,HSKBenchmark: Modeling and Benchmarking Chinese Second Language Acquisition in Large Language Models through Curriculum Tuning,skipped_existing_local_pdf,,,,,
TFTBKQAM,Quantum-Guided Test Case Minimization for LLM-Based Code Generation,skipped_existing_local_pdf,,,,,
383GKFRT,MoDES: Accelerating Mixture-of-Experts Multimodal Large Language Models via Dynamic Expert Skipping,skipped_existing_local_pdf,,,,,
VWFDF6W4,RescueLens: LLM-Powered Triage and Action on Volunteer Feedback for Food Rescue,skipped_existing_local_pdf,,,,,
MTINGZHV,GeoSceneGraph: Geometric Scene Graph Diffusion Model for Text-guided 3D Indoor Scene Synthesis,skipped_existing_local_pdf,,,,,
V5M8KDMJ,Skin-R1: Toward Trustworthy Clinical Reasoning for Dermatological Diagnosis,skipped_existing_local_pdf,,,,,
TWE8H96E,Reasoning via Video: The First Evaluation of Video Models' Reasoning Abilities through Maze-Solving Tasks,skipped_existing_local_pdf,,,,,
RWM6NSK3,BBox DocVQA: A Large Scale Bounding Box Grounded Dataset for Enhancing Reasoning in Document Visual Question Answer,skipped_existing_local_pdf,,,,,
FCTVTP4B,HinTel-AlignBench: A Framework and Benchmark for Hindi-Telugu with English-Aligned Samples,skipped_existing_local_pdf,,,,,
UIZZKAUM,Physics-Based Benchmarking Metrics for Multimodal Synthetic Images,skipped_existing_local_pdf,,,,,
8V655D6X,"Look, Zoom, Understand: The Robotic Eyeball for Embodied Perception",skipped_existing_local_pdf,,,,,
829ZCNDE,C2F-Space: Coarse-to-Fine Space Grounding for Spatial Instructions using Vision-Language Models,skipped_existing_local_pdf,,,,,
227PUZ8B,IPR-1: Interactive Physical Reasoner,skipped_existing_local_pdf,,,,,
VHUAG7AP,VisPlay: Self-Evolving Vision-Language Models from Images,skipped_existing_local_pdf,,,,,
653AFGT5,Behavior Trees vs Executable Ontologies: a Comparative Analysis of Robot Control Paradigms,skipped_existing_local_pdf,,,,,
FJWZZ98R,MSA - Technique for Stiffness Modeling of Manipulators with Complex and Hybrid Structures,skipped_existing_local_pdf,,,,,
22M96Q6W,Adversarial Poetry as a Universal Single-Turn Jailbreak Mechanism in Large Language Models,skipped_existing_local_pdf,,,,,
WIIUA6I6,Octopus: Agentic Multimodal Reasoning with Six-Capability Orchestration,skipped_existing_local_pdf,,,,,
H2BP6K2H,HV-Attack: Hierarchical Visual Attack for Multimodal Retrieval Augmented Generation,skipped_existing_local_pdf,,,,,
WJT93UPX,Tuning Bound States of Symmetry-Breaking Vortices via Unidirectional Charge Density Wave in a Transition-Metal Dichalcogenide Superconductor,skipped_existing_local_pdf,,,,,
T3RAJKQP,Theoretical Closed-loop Stability Bounds for Dynamical System Coupled with Diffusion Policies,skipped_existing_local_pdf,,,,,
JJZ9ZN9Q,NMPC-based Motion Planning with Adaptive Weighting for Dynamic Object Interception,skipped_existing_local_pdf,,,,,
UNI38CW5,Experimental demonstration of non-local magic in a superconducting quantum processor,skipped_existing_local_pdf,,,,,
KBFPXPPX,SRPO: Self-Referential Policy Optimization for Vision-Language-Action Models,skipped_existing_local_pdf,,,,,
PSDJFQ25,"DuoZone: A User-Centric, LLM-Guided Mixed-Initiative XR Window Management System",skipped_existing_local_pdf,,,,,
7CASAMJS,In-N-On: Scaling Egocentric Manipulation with in-the-wild and on-task Data,skipped_existing_local_pdf,,,,,
6Q5WWWZ4,GeoVista: Web-Augmented Agentic Visual Reasoning for Geolocalization,skipped_existing_local_pdf,,,,,
VI7N3UWT,Adaptive thresholding pattern for fingerprint forgery detection,skipped_existing_local_pdf,,,,,
53MVPVCA,Voss surfaces in sine-Gordon hierarchies,skipped_existing_local_pdf,,,,,
UPC5U3CH,Toward Open-Source Chiplets for HPC and AI: Occamy and Beyond,skipped_existing_local_pdf,,,,,
RHT3FGDV,Graph Rewriting Language as a Platform for Quantum Diagrammatic Calculi,skipped_existing_local_pdf,,,,,
HDRNGPHA,Structural phase transitions in the van der Waals ferromagnets Fe$_x$Pd$_{y}$Te$_2$,skipped_existing_local_pdf,,,,,
UA7K9SEE,QTIS: A QAOA-Based Quantum Time Interval Scheduler,skipped_existing_local_pdf,,,,,
U36HXJTN,Discrete Event System Modeling of Neuromorphic Circuits,skipped_existing_local_pdf,,,,,
THASWUNP,Endomorphism and automorphism graphs of finite groups,skipped_existing_local_pdf,,,,,
NE8QWRWZ,"A Latency-Constrained, Gated Recurrent Unit (GRU) Implementation in the Versal AI Engine",skipped_existing_local_pdf,,,,,
552FXMSJ,Towards the LHCb pentaquark modes in the single-charm sector,skipped_existing_local_pdf,,,,,
K8VQK6P6,New features in the Z2xZ2 3HDM two component DM model,skipped_existing_local_pdf,,,,,
PVT3D3JW,INQUIRE-Search: A Framework for Interactive Discovery in Large-Scale Biodiversity Databases,skipped_existing_local_pdf,,,,,
7P8KCZK8,Fantômas: An analysis of parton distributions in a pion with Bézier parametrizations,skipped_existing_local_pdf,,,,,
XPDNNQRZ,The JWST weather report from the nearest brown dwarfs III: Heterogeneous clouds and Thermochemical instabilities as possible drivers of WISE 1049AB's spectroscopic variability,skipped_existing_local_pdf,,,,,
QJ3A8KQP,The Atacama Cosmology Telescope: Cross-correlation of kSZ and continuity equation velocity reconstruction with photometric DESI LRGs,skipped_existing_local_pdf,,,,,
IIPGPIZM,Joint Analog Beamforming and Antenna Position Design for Secure Communication systems With Movable Antennas,skipped_existing_local_pdf,,,,,
9KU96CMV,VIRAL: Visual Sim-to-Real at Scale for Humanoid Loco-Manipulation,skipped_existing_local_pdf,,,,,
HEREFRNV,Decoupled Action Head: Confining Task Knowledge to Conditioning Layers,skipped_existing_local_pdf,,,,,
QW55NDKG,RoboAfford++: A Generative AI-Enhanced Dataset for Multimodal Affordance Learning in Robotic Manipulation and Navigation,skipped_existing_local_pdf,,,,,
5DDRW9FK,BridgeEQA: Virtual Embodied Agents for Real Bridge Inspections,skipped_existing_local_pdf,,,,,
R4XXGRR4,Uni-Hand: Universal Hand Motion Forecasting in Egocentric Views,skipped_existing_local_pdf,,,,,
CSPVWHUI,Yanyun-3: Enabling Cross-Platform Strategy Game Operation with Vision-Language Models,skipped_existing_local_pdf,,,,,
QHHC6HW7,Searching in Space and Time: Unified Memory-Action Loops for Open-World Object Retrieval,skipped_existing_local_pdf,,,,,
UFCFG6ZU,MVI-Bench: A Comprehensive Benchmark for Evaluating Robustness to Misleading Visual Inputs in LVLMs,skipped_existing_local_pdf,,,,,
A7WWAHKK,THOR: a GPU-accelerated and MPI-parallel radiative transfer code,skipped_existing_local_pdf,,,,,
DU4QKIFF,Adaptive Command: Real-Time Policy Adjustment via Language Models in StarCraft II,skipped_existing_local_pdf,,,,,
IKJGCCBV,Precise Action-to-Video Generation Through Visual Action Prompts,skipped_existing_local_pdf,,,,,
GG5A4AWQ,Development of a defacing algorithm to protect the privacy of head and neck cancer patients in publicly-accessible radiotherapy datasets,skipped_existing_local_pdf,,,,,
JAF4FHGK,A Computer Vision and Depth Sensor-Powered Smart Cane for Real-Time Obstacle Detection and Navigation Assistance for the Visually Impaired,skipped_existing_local_pdf,,,,,
F283HFB7,The Seven Dwarfs illuminated. The impact of radiation on dwarf galaxies and their circumgalactic medium,skipped_existing_local_pdf,,,,,
MQD86D73,Inter-DU Load Balancing in an Experimental Over-the-Air 5G Open Radio Access Network,skipped_existing_local_pdf,,,,,
9HMEH7WU,The reverse mathematics of bounded Ramsey's theorem for pairs,skipped_existing_local_pdf,,,,,
AU25KG47,Turbulence inference from CO spectral observations,skipped_existing_local_pdf,,,,,
EWSP5G4W,How to find all extremal graphs using symmetric subgraphs,skipped_existing_local_pdf,,,,,
U7G7RUK8,Bootstrapped LLM Semantics for Context-Aware Path Planning,skipped_existing_local_pdf,,,,,
5MX8P9ZC,ClutterNav: Gradient-Guided Search for Efficient 3D Clutter Removal with Learned Costmaps,skipped_existing_local_pdf,,,,,
JN4QDZKI,R$^{2}$Seg: Training-Free OOD Medical Tumor Segmentation via Anatomical Reasoning and Statistical Rejection,skipped_existing_local_pdf,,,,,
T28Z62GP,DR. Nav: Semantic-Geometric Representations for Proactive Dead-End Recovery and Navigation,skipped_existing_local_pdf,,,,,
2NKJ8GFQ,Online Learning of HTN Methods for integrated LLM-HTN Planning,skipped_existing_local_pdf,,,,,
7FJH45DP,CUTE-Planner: Confidence-aware Uneven Terrain Exploration Planner,skipped_existing_local_pdf,,,,,
XAWT6PAW,APP: A* Post-Processing Algorithm for Robots with Bidirectional Shortcut and Path Perturbation,skipped_existing_local_pdf,,,,,
8EQS9Z8R,Electron Recoil via Sample Momentum Transfer under Optical Excitation,skipped_existing_local_pdf,,,,,
B4KTRNGP,PIGEON: VLM-Driven Object Navigation via Points of Interest Selection,skipped_existing_local_pdf,,,,,
GJ9ND7PX,Multi-Agent Deep Research: Training Multi-Agent Systems with M-GRPO,skipped_existing_local_pdf,,,,,
4ZVSN5R2,CorrectAD: A Self-Correcting Agentic System to Improve End-to-end Planning in Autonomous Driving,skipped_existing_local_pdf,,,,,
KBIRMS2C,DAP: A Discrete-token Autoregressive Planner for Autonomous Driving,skipped_existing_local_pdf,,,,,
FRADTT94,GAEA: Experiences and Lessons Learned from a Country-Scale Environmental Digital Twin,skipped_existing_local_pdf,,,,,
RIPPAVKK,On the Impact of Voltage Unbalance on Distribution Locational Marginal Prices,skipped_existing_local_pdf,,,,,
SJM2G5VB,"AISAC: An Integrated multi-agent System for Transparent, Retrieval-Grounded Scientific Assistance",skipped_existing_local_pdf,,,,,
FI42HZ5Z,FAPE-IR: Frequency-Aware Planning and Execution Framework for All-in-One Image Restoration,skipped_existing_local_pdf,,,,,
FH7F3UEK,Enhancing Regional Airbnb Trend Forecasting Using LLM-Based Embeddings of Accessibility and Human Mobility,skipped_existing_local_pdf,,,,,
TI94JSJR,MA-SLAM: Active SLAM in Large-Scale Unknown Environment using Map Aware Deep Reinforcement Learning,skipped_existing_local_pdf,,,,,
VXI5N2XT,"Tell Me: An LLM-powered Mental Well-being Assistant with RAG, Synthetic Dialogue Generation, and Agentic Planning",skipped_existing_local_pdf,,,,,
VKTCEKKK,Expert-Guided POMDP Learning for Data-Efficient Modeling in Healthcare,skipped_existing_local_pdf,,,,,
34XHZRGX,Fusing Biomechanical and Spatio-Temporal Features for Fall Prediction: Characterizing and Mitigating the Simulation-to-Reality Gap,skipped_existing_local_pdf,,,,,
7PRH6T2W,Measuring Reactive-Load Impedance with Transmission-Line Resonators Beyond the Perturbative Limit,skipped_existing_local_pdf,,,,,
EZF5UXCC,Gallant: Voxel Grid-based Humanoid Locomotion and Local-navigation across 3D Constrained Terrains,skipped_existing_local_pdf,,,,,
FG35PVZE,SLAM-AGS: Slide-Label Aware Multi-Task Pretraining Using Adaptive Gradient Surgery in Computational Cytology,skipped_existing_local_pdf,,,,,
BIAZQXT9,Automated Prediction of Thermodynamic Properties via Bayesian Free-Energy Reconstruction from Molecular Dynamics,skipped_existing_local_pdf,,,,,
VHJPKAMX,Multi-GPU Quantum Circuit Simulation and the Impact of Network Performance,skipped_existing_local_pdf,,,,,
HBBI2RRV,Estimation of Spatial and Temporal Autoregressive Effects using LASSO - An Example of Hourly Particulate Matter Concentrations,skipped_existing_local_pdf,,,,,
HJMSVQHT,Scalable and Efficient Multiple Imputation for Case-Cohort Studies via Influence Function-Based Supersampling,skipped_existing_local_pdf,,,,,
34R5T8XJ,Transferring Data from a Voronoi Mesh to an Adaptive Cartesian Grid in Pursuit of Self-consistent Top-down Star Formation,skipped_existing_local_pdf,,,,,
ZIMIQ2XA,Nonparametric Uniform Inference in Binary Classification and Policy Values,skipped_existing_local_pdf,,,,,
G5UFFMZT,Modelling the Milky Way's exoplanet population based on cosmological galaxy simulations,skipped_existing_local_pdf,,,,,
UUXPR426,Bayesian Optimal Phase II design with optimised stopping boundaries and response-adaptive randomisation,skipped_existing_local_pdf,,,,,
ZTMRNEZQ,Zero-shot Synthetic Video Realism Enhancement via Structure-aware Denoising,skipped_existing_local_pdf,,,,,
S7UVHFNR,Constraining the Nature of Dark Matter from Tidal Radii of Cluster Galaxy Subhalos,skipped_existing_local_pdf,,,,,
DXIZTMN5,Starlight-driven flared-staircase geometry in radiation hydrodynamic models of protoplanetary disks,skipped_existing_local_pdf,,,,,
E75RTQXT,Forecasting properties of detectable massive binary black hole mergers in the era of space based gravitational-wave detectors,skipped_existing_local_pdf,,,,,
EFV43EKU,Learning Branching Policies for MILPs with Proximal Policy Optimization,skipped_existing_local_pdf,,,,,
84NQB79B,An Online Multiobjective Policy Gradient for Long-run Average-reward Markov Decision Process,skipped_existing_local_pdf,,,,,
9IRUFCBV,DiffFP: Learning Behaviors from Scratch via Diffusion-based Fictitious Play,skipped_existing_local_pdf,,,,,
MT8579S5,Explainable RL Policies by Distilling to Locally-Specialized Linear Policies with Voronoi State Partitioning,skipped_existing_local_pdf,,,,,
SG5UGUKF,Contact-Safe Reinforcement Learning with ProMP Reparameterization and Energy Awareness,skipped_existing_local_pdf,,,,,
BK5GWV8P,Medium modification of the charge-weighted Energy-Energy Correlators in Pb+Pb collisions at $\sqrt{s_{NN}}=5.02$~TeV,skipped_existing_local_pdf,,,,,
I9SJT7JQ,P1: Mastering Physics Olympiads with Reinforcement Learning,skipped_existing_local_pdf,,,,,
KRM34MNE,Distribution Matching Distillation Meets Reinforcement Learning,skipped_existing_local_pdf,,,,,
RQD4I48A,Beat the long tail: Distribution-Aware Speculative Decoding for RL Training,skipped_existing_local_pdf,,,,,
5H3CRU2M,"Start Small, Think Big: Curriculum-based Relative Policy Optimization for Visual Grounding",skipped_existing_local_pdf,,,,,
7PF48I3M,Communication Platform for Non-verbal Autistic children in Oman using Android mobile,skipped_existing_local_pdf,,,,,
MNKWJJVU,Securing AI Agent Execution,skipped_existing_local_pdf,,,,,
68D678SV,Remote Autonomy for Multiple Small Lowcost UAVs in GNSS-denied Search and Rescue Operations,skipped_existing_local_pdf,,,,,
GI8ET2K2,APThreatHunter: An automated planning-based threat hunting framework,skipped_existing_local_pdf,,,,,
ASV9IDQZ,An In-Depth Analysis of Cyber Attacks in Secured Platforms,skipped_existing_local_pdf,,,,,
CX7PC527,GUI Knowledge Bench: Revealing the Knowledge Gap Behind VLM Failures in GUI Tasks,skipped_existing_local_pdf,,,,,
X39WTJU6,A Controllable Perceptual Feature Generative Model for Melody Harmonization via Conditional Variational Autoencoder,skipped_existing_local_pdf,,,,,
QZ3JMFPC,Bridging Human and Model Perspectives: A Comparative Analysis of Political Bias Detection in News Media Using Large Language Models,skipped_existing_local_pdf,,,,,
AT2MWGTR,A Specialized Large Language Model for Clinical Reasoning and Diagnosis in Rare Diseases,skipped_existing_local_pdf,,,,,
V2C9WZMN,AutoTool: Efficient Tool Selection for Large Language Model Agents,skipped_existing_local_pdf,,,,,
86HKDA6G,"Bias in, Bias out: Annotation Bias in Multilingual Large Language Models",skipped_existing_local_pdf,,,,,
IRIZNCVF,SkillGen: Learning Domain Skills for In-Context Sequential Decision Making,skipped_existing_local_pdf,,,,,
PVBKVKSP,Streamlining Industrial Contract Management with Retrieval-Augmented LLMs,skipped_existing_local_pdf,,,,,
2ZZJTADE,ExpReS-VLA: Specializing Vision-Language-Action Models Through Experience Replay and Retrieval,skipped_existing_local_pdf,,,,,
9BCKFPJJ,"Building Egocentric Procedural AI Assistant: Methods, Benchmarks, and Challenges",skipped_existing_local_pdf,,,,,
76GVWMS3,Is your VLM Sky-Ready? A Comprehensive Spatial Intelligence Benchmark for UAV Navigation,skipped_existing_local_pdf,,,,,
ZK4TQRE2,Moving Pictures of Thought: Extracting Visual Knowledge in Charles S. Peirce's Manuscripts with Vision-Language Models,skipped_existing_local_pdf,,,,,
53HNWQHN,Descriptor: Distance-Annotated Traffic Perception Question Answering (DTPQA),skipped_existing_local_pdf,,,,,
69V4SJQB,Trust in Vision-Language Models: Insights from a Participatory User Workshop,skipped_existing_local_pdf,,,,,
H6F86BFS,Semantic Document Derendering: SVG Reconstruction via Vision-Language Modeling,skipped_existing_local_pdf,,,,,
VA8CTPNF,Language-Guided Invariance Probing of Vision-Language Models,skipped_existing_local_pdf,,,,,
83BXGE3R,CacheFlow: Compressive Streaming Memory for Efficient Long-Form Video Understanding,skipped_existing_local_pdf,,,,,
KJR58N93,PhysX-Anything: Simulation-Ready Physical 3D Assets from Single Image,skipped_existing_local_pdf,,,,,
F22EUJBA,Can World Simulators Reason? Gen-ViRe: A Generative Visual Reasoning Benchmark,skipped_existing_local_pdf,,,,,
UVKQ88IM,Jailbreaking Large Vision Language Models in Intelligent Transportation Systems,skipped_existing_local_pdf,,,,,
4IPFDMB9,The Battle of Metasurfaces: Understanding Security in Smart Radio Environments,skipped_existing_local_pdf,,,,,
ZJDZINR5,Show and Tell: Prompt Strategies for Style Control in Multi-Turn LLM Code Generation,skipped_existing_local_pdf,,,,,
DWZWNGIG,Certified but Fooled! Breaking Certified Defences with Ghost Certificates,skipped_existing_local_pdf,,,,,
ZCBQU7HX,Enhancing Non-classical Properties of Entangled Coherent States via Post-Selected von Neumann Measurements,skipped_existing_local_pdf,,,,,
JR8BXSKA,Error-Driven Scene Editing for 3D Grounding in Large Language Models,skipped_existing_local_pdf,,,,,
UFMXQ7S3,FlexiCup: Wireless Multimodal Suction Cup with Dual-Zone Vision-Tactile Sensing,skipped_existing_local_pdf,,,,,
4EX4RKSJ,Feedback and Star Formation Efficiency in High-Mass Star-Forming Regions,skipped_existing_local_pdf,,,,,
RM2FP28S,Direct Neutron Detectors based on Carborane Containing Conjugated Polymers,skipped_existing_local_pdf,,,,,
47J8GF3I,Examining the Metrics for Document-Level Claim Extraction in Czech and Slovak,skipped_existing_local_pdf,,,,,
MXJIMR27,SweeperBot: Making 3D Browsing Accessible through View Analysis and Visual Question Answering,skipped_existing_local_pdf,,,,,
7TRBVPBU,Impact of conversion-driven processes on singlet-doublet Majorana dark matter relic,skipped_existing_local_pdf,,,,,
67EJHVKP,ReflexGrad: Three-Way Synergistic Architecture for Zero-Shot Generalization in LLM Agents,skipped_existing_local_pdf,,,,,
A6QMTEU7,The Role of Binary Configuration in Shaping Nova Evolution via Wind Accretion in Symbiotic Systems,skipped_existing_local_pdf,,,,,
UV6W77SK,Recent advances in stimulus-assisted nanoprecipitation for nanoparticle synthesis,skipped_existing_local_pdf,,,,,
QVUI4E6X,Failure to Mix: Large language models struggle to answer according to desired probability distributions,skipped_existing_local_pdf,,,,,
JS2PDQIJ,Probing the Phenomenology of Dark Matter from Decoupled Freeze-Out,skipped_existing_local_pdf,,,,,
7EW595UH,Improving segmentation of retinal arteries and veins using cardiac signal in doppler holograms,skipped_existing_local_pdf,,,,,
QGWWJQSD,A Humanoid Visual-Tactile-Action Dataset for Contact-Rich Manipulation,skipped_existing_local_pdf,,,,,
VTE2WC55,Robotic Assistant: Completing Collaborative Tasks with Dexterous Vision-Language-Action Models,skipped_existing_local_pdf,,,,,
8H2TU4N8,Cooperative Task Spaces for Multi-Arm Manipulation Control based on Similarity Transformations,skipped_existing_local_pdf,,,,,
D9P2PSRD,End-to-End Dexterous Arm-Hand VLA Policies via Shared Autonomy: VR Teleoperation Augmented by Autonomous Hand VLA Policy for Efficient Data Collection,skipped_existing_local_pdf,,,,,
UWH6BPCF,"TWIST2: Scalable, Portable, and Holistic Humanoid Data Collection System",skipped_existing_local_pdf,,,,,
FU62I2XI,"RealMirror: A Comprehensive, Open-Source Vision-Language-Action Platform for Embodied AI",skipped_existing_local_pdf,,,,,
TCE7EVVV,Sym2Real: Symbolic Dynamics with Residual Learning for Data-Efficient Adaptive Control,skipped_existing_local_pdf,,,,,
4XRE3GH9,FUNCanon: Learning Pose-Aware Action Primitives via Functional Object Canonicalization for Generalizable Robotic Manipulation,skipped_existing_local_pdf,,,,,
C7C76IUK,SCOPE: Semantic Conditioning for Sim2Real Category-Level Object Pose Estimation in Robotics,skipped_existing_local_pdf,,,,,
KAC3J6QA,Flow with the Force Field: Learning 3D Compliant Flow Matching Policies from Force and Demonstration-Guided Simulation Data,skipped_existing_local_pdf,,,,,
