key,title,status,source,pdf_url,attachment_key,local_path,error
JXIHP5M6,CoCo: Code as CoT for Text-to-Image Preview and Rare Concept Generation,skipped_existing_local_pdf,,,,,
PIQKV4MH,SkillClaw: Let Skills Evolve Collectively with Agentic Evolver,skipped_existing_local_pdf,,,,,
N9FMD6SK,"Toward AI foundation models for epidemics: Promise, challenges, and paths forward",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
RQT45DSA,Probing the psychology of AI models,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
IG8MMWB4,Neanderthal taxonomy reconsidered: Implications of 3D primate models of intra- and interspecific differences,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
9QHU4RB9,Default taxonomy: Ernst Mayr’s view of the microbial world,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
NN3EQJPZ,AI–AI bias: Large language models favor communications generated by large language models,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
A6RKKEFV,Harnessing AI and robotics in humanitarian assistance and disaster response,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
B2XHX4EB,Will your next surgeon be a robot? Autonomy and AI in robotic surgery,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
IDXX26TD,Equalizing access: How robotics and AI can transform surgical care worldwide,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
X5FKSGJD,Medical needles in the hands of AI: Advancing toward autonomous robotic navigation,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
6R7NFXN4,Enhancing social connectedness with companion robots using AI,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
P45KSC4F,Do we really want AI to be human-like?,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
8GMVWVQI,"Transparent, explainable, and accountable AI for robotics",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
UTQA8RW5,Robotics and AI in the Global South,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
DWHV8BWN,AI-driven aerial robots advance whale research,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
IC3VGJ8A,A whole-body support pose taxonomy for multi-contact humanoid robot motions,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
WKJEMHV5,Artificial embodied circuits uncover neural architectures of vertebrate visuomotor behaviors,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
PPIFTGIS,Haptic perception using optoelectronic robotic flesh for embodied artificially intelligent agents,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
KSJ2F6ES,Efficient multitask learning with an embodied predictive model for door opening and entry with whole-body control,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
6ZGIJ5VH,Embodied manipulation with past and future morphologies through an open parametric hand design,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
3Q9648CN,Learning where to trust unreliable models in an unstructured world for deformable object manipulation,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
7CVQRDTK,Embodied aerial physical interaction: Combining body and brain for robust interaction with unstructured environments,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
NFKXSU5F,Embodied intelligence paradigm for human-robot communication,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
VIXAQ33H,A review of learning-based dynamics models for robotic manipulation,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
5TCNXJ96,The multifaceted approach to embodied intelligence in robotics,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
K33JC2NR,"Numerical Taxonomy and Biological Classification: Principles of Numerical Taxonomy . Robert Sokal and Peter Sneath. Freeman, San Francisco, Calif., 1963. 375 pp. $8.50.",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
26MBUUEP,"Chemistry and Taxonomy: Chemical Plant Taxonomy . T. Swain, Ed. Academic Press, New York, 1963. x + 543 pp. Illus. $16.",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
RCZKXJXV,"Old World Higher Primates: Classification and Taxonomy: Classification and Human Evolution . Edited by Sherwood L. Washburn. Aldine, Chicago, 1964. 381 pp. $7.50.",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
QSHC5RZ9,Economic Values and Embodied Energy,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
TN5XB7JF,"Numerical Taxonomy and Biological Classification: Principles of Numerical Taxonomy . Robert Sokal and Peter Sneath. Freeman, San Francisco, Calif., 1963. 375 pp. $8.50.",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
P8CQEQBP,"Chemistry and Taxonomy: Chemical Plant Taxonomy . T. Swain, Ed. Academic Press, New York, 1963. x + 543 pp. Illus. $16.",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
FVXSQ8W6,"Old World Higher Primates: Classification and Taxonomy: Classification and Human Evolution . Edited by Sherwood L. Washburn. Aldine, Chicago, 1964. 381 pp. $7.50.",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
MCKQ4RBK,Can AI models reliably forecast extreme weather events?,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
5GXEBIFC,AI & robotics briefing: Tech giants are ‘open-washing’ their AI models,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
6FGIGQDH,Designing microrobots with embodied physical intelligence,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
KRFAZZFP,Botanical Taxonomy,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
MXVDHQ44,TAXONOMY AND GENONOMY,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
9VDEBWAQ,Taxonomy Today,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
HI6GVZ5D,Insect Taxonomy,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
NCGWSHAZ,Ecological Taxonomy,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
PC27XUMU,Embodied Energy and Economic Valuation,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
B4QN7H7S,Westward Impulse Embodied,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
PHCCTUPA,The Origins of Taxonomy,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
WFT5K74W,Rethinking Slime Mold Taxonomy,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
JFQ66X4U,Arguing for Embodied Consciousness,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
VWEC2PCV,"Numerical Taxonomy and Biological Classification: Principles of Numerical Taxonomy . Robert Sokal and Peter Sneath. Freeman, San Francisco, Calif., 1963. 375 pp. $8.50.",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
QP53G8MM,"Chemistry and Taxonomy: Chemical Plant Taxonomy . T. Swain, Ed. Academic Press, New York, 1963. x + 543 pp. Illus. $16.",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
6PSEP8X2,Ecologists Put Some Life Into Models of a Changing World,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
3MWSSFBW,Embodied RNA,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
BQAUKXIU,"Closest alien world to our solar system could be ripe for life, models suggest",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
R8UAUKZQ,AI to rewire life’s interactome: Structural foundation models help to elucidate and reprogram molecular biology,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
5GURIBNN,Large AI models are cultural and social technologies,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
MQWUBMJE,"Old World Higher Primates: Classification and Taxonomy: Classification and Human Evolution . Edited by Sherwood L. Washburn. Aldine, Chicago, 1964. 381 pp. $7.50.",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
IHH8BVS9,"From models of galaxies to atoms, simple AI shortcuts speed up simulations by billions of times",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
BJN9SXPC,Towards ethical and socio-legal governance in AI,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
HCMJG5TN,Active learning for optimal intervention design in causal models,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
2D54UB4D,"Systematic analysis of 32,111 AI model cards characterizes documentation practice in AI",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
XG9XDGAK,A benchmarking framework for embodied neuromorphic agents,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
TRNF2BP8,"Influencing human–AI interaction by priming beliefs about AI can increase perceived trustworthiness, empathy and effectiveness",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
SMVMDAMM,Learning collision risk proactively from naturalistic driving data at scale,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
S6S3T6ZR,Reporting electricity consumption is essential for sustainable AI,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
35JRJW9U,Explainable AI reveals Clever Hans effects in unsupervised learning models,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
FG879RWR,Evolving embodied intelligence from materials to machines,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
69HXB7HC,Causal chambers as a real-world physical testbed for AI methodology,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
BXP395EU,Embodied intelligence weaves a better future,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
84BCJTVZ,Large language models that replace human participants can harmfully misportray and flatten identity groups,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
P2MPKNAT,Enabling large language models for real-world materials discovery,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
R3JAKSTE,Mechanistic understanding and validation of large AI models with SemanticLens,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
356BUGNF,Embodied large language models enable robots to complete complex tasks in unpredictable environments,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
BKSSE8TQ,Reducing racial bias in AI models for clinical use requires a top-down intervention,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
DHIF8WSH,Space missions out of this world with AI,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
XWIQNHEQ,A robot operating system framework for using large language models in embodied AI,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
XAFUD7KB,From embodied intelligence to physical AI,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
RUM55QKD,Real-world embodied AI through a morphologically adaptive quadruped robot,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
B6I5XTDG,China wants to lead the world on AI regulation — will the plan work?,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
3M9ZVTBV,Bring us your LLMs: why peer review is good for AI models,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
R6Q93PJG,The Go Files: ‘Humanity-packed’ AI prepares to take on world champion,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
NHSZZQ6W,AI language models killed the Turing test: do we even need a replacement?,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
GZJVE2E5,Open-source language AI challenges big tech’s models,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
ZRBBXBAG,Not all ‘open source’ AI models are actually open: here’s a ranking,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
264S97B4,AI models are neglecting African languages — scientists want to change that,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
VJI864RF,Dozens of AI disease-prediction models were trained on dubious data,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
56FP4WRV,Daily briefing: AI systems can ‘teach’ biases to other models,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
32CCPRDM,AI language models develop social norms like groups of people,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
75SZUZUM,Do AI models produce more original ideas than researchers?,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
JTF6W8UG,Two-faced AI language models learn to hide deception,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
JPQ3N842,AI models ‘subliminally’ transmit biases when training other systems,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
6PM6G7TK,"AI will change the world, so it’s time to change AI",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
ITEDBGCP,"Powerful AI models, and more — this week’s best science graphics",skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
3XXFG2I9,Daily briefing: Hybrid AI supercharges climate models,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
UT3WE42W,Taxonomy and the origin and evolution of cultivated plants in the New World,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
KRHP8X3B,AI models fed AI-generated data quickly spew nonsense,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
2KWDXCCB,AI & robotics briefing: Tech giants are ‘open-washing’ their AI models,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
RTGDKAAM,Plant Taxonomy: New World Bamboos,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
BHJJKFI4,A Comprehensive Survey on World Models for Embodied AI,skipped_existing_local_pdf,,,,,
J65WF2WJ,Mastering Diverse Domains through World Models,skipped_existing_local_pdf,,,,,
XC63ZZ9T,A Comprehensive Survey on World Models for Embodied AI,skipped_existing_local_pdf,,,,,
56PTUNMP,Learning High-Fidelity Robot Self-Model with Articulated 3D Gaussian Splatting,skipped_existing_local_pdf,,,,,
WRBDKRQ7,Robot Body Schema Learning from Full-body Extero/Proprioception Sensors,skipped_existing_local_pdf,,,,,
GFKXT9K8,Body Schema Acquisition through Active Learning,skipped_existing_local_pdf,,,,,
JPQIH2L5,Fully body visual self-modeling of robot morphologies,skipped_no_direct_pdf_url,,,,,no arxiv/direct PDF URL; UNPAYWALL_EMAIL not configured
NAQFWTGI,Online Body Schema Adaptation through Cost-Sensitive Active Learning,skipped_existing_local_pdf,,,,,
3W3ZIVG6,"Sensorimotor representation learning for an ""active self"" in robots: A model survey",skipped_existing_local_pdf,,,,,
AVRWI9SK,GrandCode: Achieving Grandmaster Level in Competitive Programming via Agentic Reinforcement Learning,skipped_existing_local_pdf,,,,,
IJGDGNJ9,EgoSim: Egocentric World Simulator for Embodied Interaction Generation,skipped_existing_local_pdf,,,,,
CNJRIGN6,HY-Embodied-0.5: Embodied Foundation Models for Real-World Agents,skipped_existing_local_pdf,,,,,
KC9HVR7N,Mastering Diverse Domains through World Models,skipped_existing_local_pdf,,,,,
PTKHHE2D,Memory Intelligence Agent,skipped_existing_local_pdf,,,,,
Z9RSJE9U,INSPATIO-WORLD: A Real-Time 4D World Simulator via Spatiotemporal Autoregressive Modeling,skipped_existing_local_pdf,,,,,
ITHCSFZ9,VOID: Video Object and Interaction Deletion,skipped_existing_local_pdf,,,,,
XSR34IGU,InCoder-32B-Thinking: Industrial Code World Model for Thinking,skipped_existing_local_pdf,,,,,
4M9B38G7,OpenWorldLib: A Unified Codebase and Definition of Advanced World Models,skipped_existing_local_pdf,,,,,
QP3N5EEZ,Self-Distilled RLVR,skipped_existing_local_pdf,,,,,
4A87DDJQ,Adam's Law: Textual Frequency Law on Large Language Models,skipped_existing_local_pdf,,,,,
PUVRAI2S,DataFlex: A Unified Framework for Data-Centric Dynamic Training of Large Language Models,skipped_existing_local_pdf,,,,,
8APNMPHJ,Generative World Renderer,skipped_existing_local_pdf,,,,,
8G9FHE6Z,LIBERO-Para: A Diagnostic Benchmark and Metrics for Paraphrase Robustness in VLA Models,skipped_existing_local_pdf,,,,,
TZE8NDBM,CORAL: Towards Autonomous Multi-Agent Evolution for Open-Ended Discovery,skipped_existing_local_pdf,,,,,
UD5IDBXW,MinerU2.5-Pro: Pushing the Limits of Data-Centric Document Parsing at Scale,skipped_existing_local_pdf,,,,,
EMKURRSH,"The Latent Space: Foundation, Evolution, Mechanism, Ability, and Outlook",skipped_existing_local_pdf,,,,,
GXDPMPJE,Video-MME-v2: Towards the Next Stage in Benchmarks for Comprehensive Video Understanding,skipped_existing_local_pdf,,,,,
UEDI8HFG,OSMO: Open-Source Tactile Glove for Human-to-Robot Skill Transfer,skipped_existing_local_pdf,,,,,
WVBB96BN,UI-Venus-1.5 Technical Report,skipped_existing_local_pdf,,,,,
LGWZX7UQ,RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,skipped_existing_local_pdf,,,,,
H22WDSJK,RoboTwin 2.0: A Scalable Data Generator and Benchmark with Strong Domain Randomization for Robust Bimanual Robotic Manipulation,skipped_existing_local_pdf,,,,,
KV43XAMF,FastUMI-100K: Advancing Data-driven Robotic Manipulation with a Large-scale UMI-style Dataset,skipped_existing_local_pdf,,,,,
SEHCVKJT,EgoLife: Towards Egocentric Life Assistant,skipped_existing_local_pdf,,,,,
KHNVB9IA,LeWorldModel: Stable End-to-End Joint-Embedding Predictive Architecture from Pixels,skipped_existing_local_pdf,,,,,
WT6NUISF,Universal Manipulation Interface: In-The-Wild Robot Teaching Without In-The-Wild Robots,skipped_existing_local_pdf,,,,,
ZTQFZ7QD,RISE: Self-Improving Robot Policy with Compositional World Model,skipped_existing_local_pdf,,,,,
RNEA8KMD,Dream to Manipulate: Compositional World Models Empowering Robot Imitation Learning with Imagination,skipped_existing_local_pdf,,,,,
35DFQESY,DreamGen: Unlocking Generalization in Robot Learning through Video World Models,skipped_existing_local_pdf,,,,,
JAN9EFSC,World Action Models are Zero-shot Policies,skipped_existing_local_pdf,,,,,
T3DSIRHF,GigaWorld-Policy: An Efficient Action-Centered World--Action Model,skipped_existing_local_pdf,,,,,
46YM5M4C,Fast-WAM: Do World Action Models Need Test-time Future Imagination?,skipped_existing_local_pdf,,,,,
TYSVWW8P,Cosmos Policy: Fine-Tuning Video Models for Visuomotor Control and Planning,skipped_existing_local_pdf,,,,,
VDBLWD2X,Motus: A Unified Latent Action World Model,skipped_existing_local_pdf,,,,,
IV3BWKSN,LeWorldModel: Stable End-to-End Joint-Embedding Predictive Architecture from Pixels,skipped_existing_local_pdf,,,,,
WZNPHPKD,DROID: A Large-Scale In-The-Wild Robot Manipulation Dataset,skipped_existing_local_pdf,,,,,
RFKDXELS,"V-JEPA 2: Self-Supervised Video Models Enable Understanding, Prediction and Planning",skipped_existing_local_pdf,,,,,
VRZZD9HX,DayDreamer: World Models for Physical Robot Learning,skipped_existing_local_pdf,,,,,
D73SB65L,"TD-MPC2: Scalable, Robust World Models for Continuous Control",skipped_existing_local_pdf,,,,,
I25769JZ,Motion-aware 3D Gaussian Splatting for Efficient Dynamic Scene Reconstruction,skipped_existing_local_pdf,,,,,
RP8JQVZZ,A Survey of On-Policy Distillation for Large Language Models,skipped_existing_local_pdf,,,,,
EG84GGFX,MiroEval: Benchmarking Multimodal Deep Research Agents in Process and Outcome,skipped_existing_local_pdf,,,,,
2MW4M6DI,QuitoBench: A High-Quality Open Time Series Forecasting Benchmark,skipped_existing_local_pdf,,,,,
2I8QR5ZE,Terminal Agents Suffice for Enterprise Automation,skipped_existing_local_pdf,,,,,
EGAJCUFH,Vision2Web: A Hierarchical Benchmark for Visual Website Development with Agent Verification,skipped_existing_local_pdf,,,,,
XXH6KVUQ,Extend3D: Town-Scale 3D Generation,skipped_existing_local_pdf,,,,,
RSKZNQHW,VGGRPO: Towards World-Consistent Video Generation with 4D Latent Reward,skipped_existing_local_pdf,,,,,
3IXI6JKT,Lingshu-Cell: A generative cellular world model for transcriptome modeling toward virtual cells,skipped_existing_local_pdf,,,,,
2HG9ZB5N,LongCat-Next: Lexicalizing Modalities as Discrete Tokens,skipped_existing_local_pdf,,,,,
I35HGMI9,FIPO: Eliciting Deep Reasoning with Future-KL Influenced Policy Optimization,skipped_existing_local_pdf,,,,,
NSMJJZXJ,CREval: An Automated Interpretable Evaluation for Creative Image Manipulation under Complex Instructions,skipped_existing_local_pdf,,,,,
NKN6R667,Learn2Fold: Structured Origami Generation with World Model Planning,skipped_existing_local_pdf,,,,,
UQMCSKE6,FlowPIE: Test-Time Scientific Idea Evolution with Flow-Guided Literature Exploration,skipped_existing_local_pdf,,,,,
WVA2FTV2,daVinci-LLM:Towards the Science of Pretraining,skipped_existing_local_pdf,,,,,
3QRKA2QJ,Unify-Agent: A Unified Multimodal Agent for World-Grounded Image Synthesis,skipped_existing_local_pdf,,,,,
I2NZ2VIN,CutClaw: Agentic Hours-Long Video Editing via Music Synchronization,skipped_existing_local_pdf,,,,,
JE56IJQC,Project Imaging-X: A Survey of 1000+ Open-Access Medical Imaging Datasets for Foundation Model Development,skipped_existing_local_pdf,,,,,
5GIIEVM9,CARLA-Air: Fly Drones Inside a CARLA World -- A Unified Infrastructure for Air-Ground Embodied Intelligence,skipped_existing_local_pdf,,,,,
PDW8TMSH,TAPS: Task Aware Proposal Distributions for Speculative Sampling,skipped_existing_local_pdf,,,,,
AVCN95V8,EpochX: Building the Infrastructure for an Emergent Agent Civilization,skipped_existing_local_pdf,,,,,
AENCTH3G,Towards a Medical AI Scientist,skipped_existing_local_pdf,,,,,
WN5EJXNR,DINO-WM: World Models on Pre-trained Visual Features enable Zero-shot Planning,skipped_existing_local_pdf,,,,,
IKIKJXHC,Learning from Reward-Free Offline Data: A Case for Planning with Latent Dynamics Models,skipped_existing_local_pdf,,,,,
KUVIJ3ZW,PackForcing: Short Video Training Suffices for Long Video Sampling and Long Context Inference,skipped_existing_local_pdf,,,,,
6FHTQCID,Out of Sight but Not Out of Mind: Hybrid Memory for Dynamic Video World Models,skipped_existing_local_pdf,,,,,
4RC72B7T,LongTail Driving Scenarios with Reasoning Traces: The KITScenes LongTail Dataset,skipped_existing_local_pdf,,,,,
E9BUZW5J,Intern-S1-Pro: Scientific Multimodal Foundation Model at Trillion Scale,skipped_existing_local_pdf,,,,,
S35USKNQ,SpatialBoost: Enhancing Visual Representation through Language-Guided Reasoning,skipped_existing_local_pdf,,,,,
HN7HAEG6,SpecEyes: Accelerating Agentic Multimodal LLMs via Speculative Perception and Planning,skipped_existing_local_pdf,,,,,
XD8PCPX8,MinerU-Diffusion: Rethinking Document OCR as Inverse Rendering via Diffusion Decoding,skipped_existing_local_pdf,,,,,
FCA6KX3X,From Static Templates to Dynamic Runtime Graphs: A Survey of Workflow Optimization for LLM Agents,skipped_existing_local_pdf,,,,,
RB5ERSVE,SIMART: Decomposing Monolithic Meshes into Sim-ready Articulated Assets via MLLM,skipped_existing_local_pdf,,,,,
BIGCSQR3,V-JEPA 2.1: Unlocking Dense Features in Video Self-Supervised Learning,skipped_existing_local_pdf,,,,,
6BHYGAF5,Value-guided action planning with JEPA world models,skipped_existing_local_pdf,,,,,
8PXUS8SS,"V-JEPA 2: Self-Supervised Video Models Enable Understanding, Prediction and Planning",skipped_existing_local_pdf,,,,,
BQEGRJ9Q,MC-JEPA: A Joint-Embedding Predictive Architecture for Self-Supervised Learning of Motion and Content Features,skipped_existing_local_pdf,,,,,
ZI97HTRD,Introduction to Latent Variable Energy-Based Models: A Path Towards Autonomous Machine Intelligence,skipped_existing_local_pdf,,,,,
5PV68H9D,Self-Supervised Learning from Images with a Joint-Embedding Predictive Architecture,skipped_existing_local_pdf,,,,,
X8E6DNT5,RoboDreamer: Learning Compositional World Models for Robot Imagination,skipped_existing_local_pdf,,,,,
67SD3R3E,Video Prediction Policy: A Generalist Robot Policy with Predictive Visual Representations,skipped_existing_local_pdf,,,,,
9KK36TW3,Unified World Models: Coupling Video and Action Diffusion for Pretraining on Large Robotic Datasets,skipped_existing_local_pdf,,,,,
IH65J6QF,Unified Video Action Model,skipped_existing_local_pdf,,,,,
7YZACVWL,DyWA: Dynamics-adaptive World Action Model for Generalizable Non-prehensile Manipulation,skipped_existing_local_pdf,,,,,
NUTW4QWW,GigaWorld-Policy: An Efficient Action-Centered World--Action Model,skipped_existing_local_pdf,,,,,
NETSQANQ,Fast-WAM: Do World Action Models Need Test-time Future Imagination?,skipped_existing_local_pdf,,,,,
CNRHL39P,World Action Models are Zero-shot Policies,skipped_existing_local_pdf,,,,,
PUH5ZB2R,Learning Latent Action World Models In The Wild,skipped_existing_local_pdf,,,,,
VMZ3AWPD,LoLA: Long Horizon Latent Action Learning for General Robot Manipulation,skipped_existing_local_pdf,,,,,
RMMM6UNY,mimic-video: Video-Action Models for Generalizable Robot Control Beyond VLAs,skipped_existing_local_pdf,,,,,
HKZMK83T,LatBot: Distilling Universal Latent Actions for Vision-Language-Action Models,skipped_existing_local_pdf,,,,,
Y3GWNIS6,Co-Evolving Latent Action World Models,skipped_existing_local_pdf,,,,,
